PassengerId,Survived,Class,LastName,FirstName,Title,Sex,Age,FamilySize,Ticket,FarePerPerson,Deck,Embarked,IsMother
731,True,First,Allen, Elisabeth Walton,Miss,female,29,1,24160,211.34,B,Southampton,0
732,False,Third,Hassan, Houssein G N,Mr,male,11,1,2699,18.79,U,Cherbourg,0
734,False,Second,Berriman, William John,Mr,male,23,1,28425,13.00,U,Southampton,0
735,False,Second,Troupiansky, Moses Aaron,Mr,male,23,1,233639,13.00,U,Southampton,0
736,False,Third,Williams, Leslie,Mr,male,28,1,54636,16.10,U,Southampton,0
737,False,Third,Ford, Edward (Margaret Ann Watson),Mrs,female,48,5,W./C. 6608,34.38,U,Southampton,1
738,True,First,Lesurer, Gustave J,Mr,male,35,1,PC 17755,512.33,B,Cherbourg,0
742,False,First,Cavendish, Tyrell William,Mr,male,36,2,19877,78.85,C,Southampton,0
743,True,First,Ryerson, Susan Parker "Suzette",Miss,female,21,5,PC 17608,262.38,B,Cherbourg,0
744,False,Third,McNamee, Neal,Mr,male,24,2,376566,16.10,U,Southampton,0
745,True,Third,Stranden, Juho,Mr,male,31,1,STON/O 2. 3101288,7.93,U,Southampton,0
746,False,First,Crosby, Edward Gifford,Mr,male,70,3,WE/P 5735,71.00,B,Southampton,0
747,False,Third,Abbott, Rossmore Edward,Mr,male,16,3,C.A. 2673,20.25,U,Southampton,0
748,True,Second,Sinkkonen, Anna,Miss,female,30,1,250648,13.00,U,Southampton,0
749,False,First,Marvin, Daniel Warner,Mr,male,19,2,113773,53.10,D,Southampton,0
750,False,Third,Connaghton, Michael,Mr,male,31,1,335097,7.75,U,Queenstown,0
751,True,Second,Wells, Joan,Miss,female,4,3,29103,23.00,U,Southampton,0
752,True,Third,Moor, Meier,Mr,male,6,2,392096,12.48,E,Southampton,0
753,False,Third,Vande Velde, Johannes Joseph,Mr,male,33,1,345780,9.50,U,Southampton,0
754,False,Third,Jonkoff, Lalio,Mr,male,23,1,349204,7.90,U,Southampton,0
755,True,Second,Herman, Samuel (Jane Laver),Mrs,female,48,4,220845,65.00,U,Southampton,0
757,False,Third,Carlsson, August Sigfrid,Mr,male,28,1,350042,7.80,U,Southampton,0
758,False,Second,Bailey, Percy Andrew,Mr,male,18,1,29108,11.50,U,Southampton,0
759,False,Third,Theobald, Thomas Leonard,Mr,male,34,1,363294,8.05,U,Southampton,0
760,True,First,Rothes, of (Lucy Noel Martha Dyer-Edwards),Mrs,female,33,1,110152,86.50,B,Southampton,0
762,False,Third,Nirva, Iisakki Antino Aijo,Mr,male,41,1,SOTON/O2 3101272,7.13,U,Southampton,0
763,True,Third,Barah, Hanna Assi,Mr,male,20,1,2663,7.23,U,Cherbourg,0
764,True,First,Carter, William Ernest (Lucile Polk),Mrs,female,36,4,113760,120.00,B,Southampton,1
765,False,Third,Eklund, Hans Linus,Mr,male,16,1,347074,7.78,U,Southampton,0
766,True,First,Hogeboom, John C (Anna Andrews),Mrs,female,51,2,13502,77.96,D,Southampton,1
768,False,Third,Mangan, Mary,Miss,female,30,1,364850,7.75,U,Queenstown,0
770,False,Third,Gronnestad, Daniel Danielsen,Mr,male,32,1,8471,8.36,U,Southampton,0
771,False,Third,Lievens, Rene Aime,Mr,male,24,1,345781,9.50,U,Southampton,0
772,False,Third,Jensen, Niels Peder,Mr,male,48,1,350047,7.85,U,Southampton,0
773,False,Second,Mack, (Mary),Mrs,female,57,1,S.O./P.P. 3,10.50,E,Southampton,0
775,True,Second,Hocking, Elizabeth (Eliza Needs),Mrs,female,54,5,29105,23.00,U,Southampton,0
776,False,Third,Myhrman, Pehr Fabian Oliver Malkolm,Mr,male,18,1,347078,7.75,U,Southampton,0
778,True,Third,Emanuel, Virginia Ethel,Miss,female,5,1,364516,12.48,U,Southampton,0
780,True,First,Robert, Edward Scott (Elisabeth Walton McMillan),Mrs,female,43,2,24160,211.34,B,Southampton,1
781,True,Third,Ayoub, Banoura,Miss,female,13,1,2687,7.23,U,Cherbourg,0
782,True,First,Dick, Albert Adrian (Vera Gillespie),Mrs,female,17,2,17474,57.00,B,Southampton,0
783,False,First,Long, Milton Clyde,Mr,male,29,1,113501,30.00,D,Southampton,0
785,False,Third,Ali, William,Mr,male,25,1,SOTON/O.Q. 3101312,7.05,U,Southampton,0
786,False,Third,Harmer, Abraham (David Lishin),Mr,male,25,1,374887,7.25,U,Southampton,0
787,True,Third,Sjoblom, Anna Sofia,Miss,female,18,1,3101265,7.50,U,Southampton,0
788,False,Third,Rice, George Hugh,Mr,male,8,6,382652,29.13,U,Queenstown,0
789,True,Third,Dean, Bertram Vere,Mr,male,1,4,C.A. 2315,20.58,U,Southampton,0
790,False,First,Guggenheim, Benjamin,Mr,male,46,1,PC 17593,79.20,B,Cherbourg,0
792,False,Second,Gaskell, Alfred,Mr,male,16,1,239865,26.00,U,Southampton,0
795,False,Third,Dantcheff, Ristiu,Mr,male,25,1,349203,7.90,U,Southampton,0
796,False,Second,Otter, Richard,Mr,male,39,1,28213,13.00,U,Southampton,0
797,True,First,Leader, Alice (Farnham),Mrs,female,49,1,17465,25.93,D,Southampton,0
798,True,Third,Osman, Mara,Mrs,female,31,1,349244,8.68,U,Southampton,0
799,False,Third,Ibrahim Shawah, Yousseff,Mr,male,30,1,2685,7.23,U,Cherbourg,0
800,False,Third,Van Impe, Jean Baptiste (Rosalie Paula Govaert),Mrs,female,30,3,345773,24.15,U,Southampton,1
801,False,Second,Ponesell, Martin,Mr,male,34,1,250647,13.00,U,Southampton,0
802,True,Second,Collyer, Harvey (Charlotte Annie Tate),Mrs,female,31,3,C.A. 31921,26.25,U,Southampton,1
803,True,First,Carter, William Thornton II,Mr,male,11,4,113760,120.00,B,Southampton,0
805,True,Third,Hedman, Oskar Arvid,Mr,male,27,1,347089,6.98,U,Southampton,0
806,False,Third,Johansson, Karl Johan,Mr,male,31,1,347063,7.78,U,Southampton,0
808,False,Third,Pettersson, Ellen Natalia,Miss,female,18,1,347087,7.78,U,Southampton,0
809,False,Second,Meyer, August,Mr,male,39,1,248723,13.00,U,Southampton,0
810,True,First,Chambers, Norman Campbell (Bertha Griggs),Mrs,female,33,2,113806,53.10,E,Southampton,0
811,False,Third,Alexander, William,Mr,male,26,1,3474,7.89,U,Southampton,0
812,False,Third,Lester, James,Mr,male,39,1,A/4 48871,24.15,U,Southampton,0
813,False,Second,Slemen, Richard James,Mr,male,35,1,28206,10.50,U,Southampton,0
814,False,Third,Andersson, Ebba Iris Alfrida,Miss,female,6,7,347082,31.28,U,Southampton,0
815,False,Third,Tomlin, Ernest Portage,Mr,male,30,1,364499,8.05,U,Southampton,0
817,False,Third,Heininen, Wendla Maria,Miss,female,23,1,STON/O2. 3101290,7.93,U,Southampton,0
818,False,Second,Mallet, Albert,Mr,male,31,3,S.C./PARIS 2079,37.00,U,Cherbourg,0
819,False,Third,Holm, John Fredrik Alexander,Mr,male,43,1,C 7075,6.45,U,Southampton,0
820,False,Third,Skoog, Karl Thorsten,Mr,male,10,6,347088,27.90,U,Southampton,0
821,True,First,Hays, Charles Melville (Clara Jennings Gregg),Mrs,female,52,3,12749,93.50,B,Southampton,0
822,True,Third,Lulic, Nikola,Mr,male,27,1,315098,8.66,U,Southampton,0
824,True,Third,Moor, (Beila),Mrs,female,27,2,392096,12.48,E,Southampton,0
825,False,Third,Panula, Urho Abraham,Mr,male,2,6,3101295,39.69,U,Southampton,0
828,True,Second,Mallet, Andre,Mr,male,1,3,S.C./PARIS 2079,37.00,U,Cherbourg,0
831,True,Third,Yasbeck, Antoni (Selini Alexander),Mrs,female,15,2,2659,14.45,U,Cherbourg,0
834,False,Third,Augustsson, Albert,Mr,male,23,1,347468,7.85,U,Southampton,0
835,False,Third,Allum, Owen George,Mr,male,18,1,2223,8.30,U,Southampton,0
836,True,First,Compton, Sara Rebecca,Miss,female,39,3,PC 17756,83.16,E,Cherbourg,0
837,False,Third,Pasic, Jakob,Mr,male,21,1,315097,8.66,U,Southampton,0
839,True,Third,Chip, Chang,Mr,male,32,1,1601,56.50,U,Southampton,0
841,False,Third,Alhomaki, Ilmari Rudolf,Mr,male,20,1,SOTON/O2 3101287,7.93,U,Southampton,0
842,False,Second,Mudd, Thomas Charles,Mr,male,16,1,S.O./P.P. 3,10.50,U,Southampton,0
843,True,First,Serepeca, Augusta,Miss,female,30,1,113798,31.00,U,Cherbourg,0
844,False,Third,Lemberopolous, Peter L,Mr,male,34,1,2683,6.44,U,Cherbourg,0
845,False,Third,Culumovic, Jeso,Mr,male,17,1,315090,8.66,U,Southampton,0
846,False,Third,Abbing, Anthony,Mr,male,42,1,C.A. 5547,7.55,U,Southampton,0
848,False,Third,Markoff, Marin,Mr,male,35,1,349213,7.90,U,Cherbourg,0
849,False,Second,Harper, John,Mr,male,28,2,248727,33.00,U,Southampton,0
851,False,Third,Andersson, Sigvard Harald Elias,Mr,male,4,7,347082,31.28,U,Southampton,0
852,False,Third,Svensson, Johan,Mr,male,74,1,347060,7.78,U,Southampton,0
853,False,Third,Boulos, Nourelain,Miss,female,9,3,2678,15.25,U,Cherbourg,0
854,True,First,Lines, Mary Conover,Miss,female,16,2,PC 17592,39.40,D,Southampton,0
855,False,Second,Carter, Ernest Courtenay (Lilian Hughes),Mrs,female,44,2,244252,26.00,U,Southampton,0
856,True,Third,Aks, Sam (Leah Rosen),Mrs,female,18,2,392091,9.35,U,Southampton,0
857,True,First,Wick, George Dennick (Mary Hitchcock),Mrs,female,45,3,36928,164.87,U,Southampton,0
858,True,First,Daly, Peter Denis ,Mr,male,51,1,113055,26.55,E,Southampton,0
859,True,Third,Baclini, Solomon (Latifa Qurban),Mrs,female,24,4,2666,19.26,U,Cherbourg,1
861,False,Third,Hansen, Claus Peter,Mr,male,41,3,350026,14.11,U,Southampton,0
862,False,Second,Giles, Frederick Edward,Mr,male,21,2,28134,11.50,U,Southampton,0
863,True,First,Swift, Frederick Joel (Margaret Welles Barron),Mrs,female,48,1,17466,25.93,D,Southampton,0
865,False,Second,Gill, John William,Mr,male,24,1,233866,13.00,U,Southampton,0
866,True,Second,Bystrom, (Karolina),Mrs,female,42,1,236852,13.00,U,Southampton,0
867,True,Second,Duran y More, Asuncion,Miss,female,27,2,SC/PARIS 2149,13.86,U,Cherbourg,1
868,False,First,Roebling, Washington Augustus II,Mr,male,31,1,PC 17590,50.50,A,Southampton,0
870,True,Third,Johnson, Harold Theodor,Mr,male,4,3,347742,11.13,U,Southampton,0
871,False,Third,Balkic, Cerin,Mr,male,26,1,349248,7.90,U,Southampton,0
872,True,First,Beckwith, Richard Leonard (Sallie Monypeny),Mrs,female,47,3,11751,52.55,D,Southampton,0
873,False,First,Carlsson, Frans Olof,Mr,male,33,1,695,5.00,B,Southampton,0
874,False,Third,Vander Cruyssen, Victor,Mr,male,47,1,345765,9.00,U,Southampton,0
875,True,Second,Abelson, Samuel (Hannah Wizosky),Mrs,female,28,2,P/PP 3381,24.00,U,Cherbourg,0
876,True,Third,Najib, Adele Kiamie "Jane",Miss,female,15,1,2667,7.23,U,Cherbourg,0
877,False,Third,Gustafsson, Alfred Ossian,Mr,male,20,1,7534,9.85,U,Southampton,0
878,False,Third,Petroff, Nedelio,Mr,male,19,1,349212,7.90,U,Southampton,0
880,True,First,Potter, Thomas Jr (Lily Alexenia Wilson),Mrs,female,56,2,11767,83.16,C,Cherbourg,1
881,True,Second,Shelley, William (Imanita Parrish Hall),Mrs,female,25,2,230433,26.00,U,Southampton,1
882,False,Third,Markun, Johann,Mr,male,33,1,349257,7.90,U,Southampton,0
883,False,Third,Dahlberg, Gerda Ulrika,Miss,female,22,1,7552,10.52,U,Southampton,0
884,False,Second,Banfield, Frederick James,Mr,male,28,1,C.A./SOTON 34068,10.50,U,Southampton,0
885,False,Third,Sutehall, Henry Jr,Mr,male,25,1,SOTON/OQ 392076,7.05,U,Southampton,0
886,False,Third,Rice, William (Margaret Norton),Mrs,female,39,6,382652,29.13,U,Queenstown,1
887,False,Second,Montvila, Juozas,Mr,male,27,1,211536,13.00,U,Southampton,0
888,True,First,Graham, Margaret Edith,Miss,female,19,1,112053,30.00,B,Southampton,0
890,True,First,Behr, Karl Howell,Mr,male,26,1,111369,30.00,C,Cherbourg,0
891,False,Third,Dooley, Patrick,Mr,male,32,1,370376,7.75,U,Queenstown,0
